iso_3_code,countryname,who_region,year,vaccinecode,vaccine_description,schedulerounds,targetpop,targetpop_description,geoarea,ageadministered
MDG,Madagascar,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6
MDG,Madagascar,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1
MDG,Madagascar,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1
MDV,Maldives,SEARO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B
MDV,Maldives,SEARO,2023,CHOLERA,Cholera vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>Y2
MDV,Maldives,SEARO,2023,DTWP,DTwP (Whole cell) vaccine,4.0,B_CHILD_W,General/routine,NATIONAL,Y4
MDV,Maldives,SEARO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,M2
MDV,Maldives,SEARO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,M4
MDV,Maldives,SEARO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M6
MDV,Maldives,SEARO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B
MDV,Maldives,SEARO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y10
MDV,Maldives,SEARO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6
MDV,Maldives,SEARO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,
MDV,Maldives,SEARO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,
MDV,Maldives,SEARO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,
MDV,Maldives,SEARO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
MDV,Maldives,SEARO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,
MDV,Maldives,SEARO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,
MDV,Maldives,SEARO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
MDV,Maldives,SEARO,2023,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M6
MDV,Maldives,SEARO,2023,MEN_ACYW_135PS,Meningococcal ACYW polysaccharide vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>Y2
MDV,Maldives,SEARO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M18
MDV,Maldives,SEARO,2023,MR,MR (Measles and rubella) vaccine,1.0,,General/routine,NATIONAL,M9
MDV,Maldives,SEARO,2023,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,M2
MDV,Maldives,SEARO,2023,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,M4
MDV,Maldives,SEARO,2023,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,M6
MDV,Maldives,SEARO,2023,OPV,OPV (Oral polio vaccine),1.0,TRAVELLERS,Travellers,NATIONAL,>M9
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+M6
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y1
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y2
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,,General/routine,NATIONAL,+Y1
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,,General/routine,NATIONAL,+Y2
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,,General/routine,NATIONAL,+M1
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,,General/routine,NATIONAL,+M6
MDV,Maldives,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,,General/routine,NATIONAL,>Y15
MDV,Maldives,SEARO,2023,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M9
MDV,Maldives,SEARO,2023,VITAMINA,Vitamin A supplements,2.0,,General/routine,NATIONAL,M18
MDV,Maldives,SEARO,2023,VITAMINA,Vitamin A supplements,3.0,,General/routine,NATIONAL,M24
MDV,Maldives,SEARO,2023,VITAMINA,Vitamin A supplements,4.0,,General/routine,NATIONAL,M30
MDV,Maldives,SEARO,2023,VITAMINA,Vitamin A supplements,5.0,,General/routine,NATIONAL,M36
MDV,Maldives,SEARO,2023,VITAMINA,Vitamin A supplements,6.0,,General/routine,NATIONAL,M42
MDV,Maldives,SEARO,2023,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>M9
MEX,Mexico,AMRO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B
MEX,Mexico,AMRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2
MEX,Mexico,AMRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4
MEX,Mexico,AMRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M6
MEX,Mexico,AMRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18
MEX,Mexico,AMRO,2023,DTWP,DTwP (Whole cell) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4
MEX,Mexico,AMRO,2023,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,Y1
MEX,Mexico,AMRO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1
MEX,Mexico,AMRO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>Y20
MEX,Mexico,AMRO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B
MEX,Mexico,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y11-Y13
MEX,Mexico,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M2
MEX,Mexico,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6
MEX,Mexico,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y11-Y49
MEX,Mexico,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y60
MEX,Mexico,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,
MEX,Mexico,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,
MEX,Mexico,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
MEX,Mexico,AMRO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,M6-M35
MEX,Mexico,AMRO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,M36-M59
MEX,Mexico,AMRO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
MEX,Mexico,AMRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,Y1
MEX,Mexico,AMRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M18-Y6
MEX,Mexico,AMRO,2023,MR,MR (Measles and rubella) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y10
MEX,Mexico,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,ADULTS,Adults,NATIONAL,Y60
MEX,Mexico,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4
MEX,Mexico,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M12
MEX,Mexico,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2
MEX,Mexico,AMRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y61
MEX,Mexico,AMRO,2023,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2
MEX,Mexico,AMRO,2023,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M4
MEX,Mexico,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+Y10
MEX,Mexico,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,B_ADO_W,General/routine,NATIONAL,>=Y15
MEX,Mexico,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,,General/routine,NATIONAL,>=Y10
MEX,Mexico,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,
MEX,Mexico,AMRO,2023,VARICELLA,Varicella vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,Y1
MEX,Mexico,AMRO,2023,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M6-M11
MEX,Mexico,AMRO,2023,VITAMINA,Vitamin A supplements,2.0,,General/routine,NATIONAL,M12-M59
MHL,Marshall Islands,WPRO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B
MHL,Marshall Islands,WPRO,2023,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y6
MHL,Marshall Islands,WPRO,2023,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2
MHL,Marshall Islands,WPRO,2023,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4
MHL,Marshall Islands,WPRO,2023,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M6
MHL,Marshall Islands,WPRO,2023,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M12
MHL,Marshall Islands,WPRO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2
MHL,Marshall Islands,WPRO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4
MHL,Marshall Islands,WPRO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M12
MHL,Marshall Islands,WPRO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y5
MHL,Marshall Islands,WPRO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B
MHL,Marshall Islands,WPRO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,,General/routine,NATIONAL,M2
MHL,Marshall Islands,WPRO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,,General/routine,NATIONAL,M6
MHL,Marshall Islands,WPRO,2023,HIB,Hib (Haemophilus influenzae type B) vaccine,1.0,,General/routine,NATIONAL,M2
MHL,Marshall Islands,WPRO,2023,HIB,Hib (Haemophilus influenzae type B) vaccine,2.0,,General/routine,NATIONAL,M4
MHL,Marshall Islands,WPRO,2023,HIB,Hib (Haemophilus influenzae type B) vaccine,3.0,,General/routine,NATIONAL,M12
MHL,Marshall Islands,WPRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y11
MHL,Marshall Islands,WPRO,2023,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M2
MHL,Marshall Islands,WPRO,2023,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M4
MHL,Marshall Islands,WPRO,2023,IPV,IPV (Inactivated polio vaccine),3.0,,General/routine,NATIONAL,M6
MHL,Marshall Islands,WPRO,2023,IPV,IPV (Inactivated polio vaccine),4.0,,General/routine,NATIONAL,Y4-Y6
MHL,Marshall Islands,WPRO,2023,MEN_C_CONJ,Meningococcal C conjugate vaccine,1.0,,General/routine,NATIONAL,Y11-Y12
MHL,Marshall Islands,WPRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12
MHL,Marshall Islands,WPRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M13
MHL,Marshall Islands,WPRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2
MHL,Marshall Islands,WPRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4
MHL,Marshall Islands,WPRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M6
MHL,Marshall Islands,WPRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,4.0,,General/routine,NATIONAL,M12
MHL,Marshall Islands,WPRO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,,General/routine,NATIONAL,M2
MHL,Marshall Islands,WPRO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,,General/routine,NATIONAL,M4
MHL,Marshall Islands,WPRO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,,General/routine,NATIONAL,M6
MHL,Marshall Islands,WPRO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,4.0,,General/routine,NATIONAL,M12
MHL,Marshall Islands,WPRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y11-Y12
MHL,Marshall Islands,WPRO,2023,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M2
MHL,Marshall Islands,WPRO,2023,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,M4
MHL,Marshall Islands,WPRO,2023,VARICELLA,Varicella vaccine,3.0,,General/routine,NATIONAL,M6
MHL,Marshall Islands,WPRO,2023,VARICELLA,Varicella vaccine,4.0,,General/routine,NATIONAL,M12
MKD,North Macedonia,EURO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B
MKD,North Macedonia,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2
MKD,North Macedonia,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M6
MKD,North Macedonia,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M4
MKD,North Macedonia,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18
MKD,North Macedonia,EURO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y7
MKD,North Macedonia,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B
MKD,North Macedonia,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y12
MKD,North Macedonia,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6
MKD,North Macedonia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y18
MKD,North Macedonia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,
MKD,North Macedonia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,
MKD,North Macedonia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
MKD,North Macedonia,EURO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,>=M6
MKD,North Macedonia,EURO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
MKD,North Macedonia,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12
MKD,North Macedonia,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y6
MKD,North Macedonia,EURO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2
MKD,North Macedonia,EURO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4
MKD,North Macedonia,EURO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M12
MKD,North Macedonia,EURO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,,General/routine,NATIONAL,M2
MKD,North Macedonia,EURO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,,General/routine,NATIONAL,M4
MKD,North Macedonia,EURO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,,General/routine,NATIONAL,M6
MKD,North Macedonia,EURO,2023,TDIPV_S,"Td-IPV (Tetanus, diphtheria for older children and adults and IPV) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y14
MKD,North Macedonia,EURO,2023,TT,TT (Tetanus toxoid) vaccine,1.0,ADULTS,Adults,NATIONAL,Y18
MLI,Mali,AFRO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B
MLI,Mali,AFRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,W6
MLI,Mali,AFRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,W10
MLI,Mali,AFRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,W14
MLI,Mali,AFRO,2023,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,W14
MLI,Mali,AFRO,2023,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M9
MLI,Mali,AFRO,2023,MEASLES,Measles vaccine,1.0,,General/routine,NATIONAL,M9
MLI,Mali,AFRO,2023,MEASLES,Measles vaccine,2.0,,General/routine,NATIONAL,M12-M23
MLI,Mali,AFRO,2023,MEN_A_CONJ,Meningococcal A conjugate vaccine,1.0,,General/routine,NATIONAL,M9
MLI,Mali,AFRO,2023,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,B
MLI,Mali,AFRO,2023,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,W6
MLI,Mali,AFRO,2023,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,W10
MLI,Mali,AFRO,2023,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,W14
MLI,Mali,AFRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,W6
MLI,Mali,AFRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,W10
MLI,Mali,AFRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,W14
MLI,Mali,AFRO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,,General/routine,NATIONAL,W6
MLI,Mali,AFRO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,,General/routine,NATIONAL,W10
MLI,Mali,AFRO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,,General/routine,NATIONAL,W14
MLI,Mali,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact
MLI,Mali,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1
MLI,Mali,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6
MLI,Mali,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1
MLI,Mali,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1
MLI,Mali,AFRO,2023,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M6
MLI,Mali,AFRO,2023,VITAMINA,Vitamin A supplements,2.0,,General/routine,NATIONAL,Y1
MLI,Mali,AFRO,2023,YF,YF (Yellow fever) vaccine,1.0,,General/routine,NATIONAL,M9
MLT,Malta,EURO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B
MLT,Malta,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M2
MLT,Malta,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M3
MLT,Malta,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M4
MLT,Malta,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18
MLT,Malta,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B
MLT,Malta,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,W4
MLT,Malta,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,W8
MLT,Malta,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,4.0,RISKGROUPS,Risk group(s),NATIONAL,M12
MLT,Malta,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,Y13-Y14
MLT,Malta,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6
MLT,Malta,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y12
MLT,Malta,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y65
MLT,Malta,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,
MLT,Malta,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,
MLT,Malta,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
MLT,Malta,EURO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,M6-M59
MLT,Malta,EURO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,2.0,,General/routine,NATIONAL,Y5-Y16
MLT,Malta,EURO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,
MLT,Malta,EURO,2023,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,,General/routine,NATIONAL,M3
MLT,Malta,EURO,2023,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,2.0,,General/routine,NATIONAL,M13
MLT,Malta,EURO,2023,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,3.0,,General/routine,NATIONAL,Y14
MLT,Malta,EURO,2023,MEN_B,Meningococcal B vaccine,1.0,,General/routine,NATIONAL,M2
MLT,Malta,EURO,2023,MEN_B,Meningococcal B vaccine,2.0,,General/routine,NATIONAL,M4
MLT,Malta,EURO,2023,MEN_B,Meningococcal B vaccine,3.0,,General/routine,NATIONAL,M12
MLT,Malta,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M13
MLT,Malta,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y3-Y4
